"","shenduxuexidata.belong","shenduxuexidata.X","shenduxuexidata.name","shenduxuexidata.location","shenduxuexidata.salary","shenduxuexidata.require","shenduxuexidata.time","shenduxuexidata.company","shenduxuexidata.companysituation","shenduxuexidata.companyintro","shenduxuexidata.tags","jiqixuexidata.belong","jiqixuexidata.X","jiqixuexidata.name","jiqixuexidata.location","jiqixuexidata.salary","jiqixuexidata.require","jiqixuexidata.time","jiqixuexidata.company","jiqixuexidata.companysituation","jiqixuexidata.companyintro","jiqixuexidata.tags","tuxiangchulidata.belong","tuxiangchulidata.X","tuxiangchulidata.name","tuxiangchulidata.location","tuxiangchulidata.salary","tuxiangchulidata.require","tuxiangchulidata.time","tuxiangchulidata.company","tuxiangchulidata.companysituation","tuxiangchulidata.companyintro","tuxiangchulidata.tags","tuxiangshibiedata.belong","tuxiangshibiedata.X","tuxiangshibiedata.name","tuxiangshibiedata.location","tuxiangshibiedata.salary","tuxiangshibiedata.require","tuxiangshibiedata.time","tuxiangshibiedata.company","tuxiangshibiedata.companysituation","tuxiangshibiedata.companyintro","tuxiangshibiedata.tags","yuyinshibiedata.belong","yuyinshibiedata.X","yuyinshibiedata.name","yuyinshibiedata.location","yuyinshibiedata.salary","yuyinshibiedata.require","yuyinshibiedata.time","yuyinshibiedata.company","yuyinshibiedata.companysituation","yuyinshibiedata.companyintro","yuyinshibiedata.tags","jiqishijuedata.belong","jiqishijuedata.X","jiqishijuedata.name","jiqishijuedata.location","jiqishijuedata.salary","jiqishijuedata.require","jiqishijuedata.time","jiqishijuedata.company","jiqishijuedata.companysituation","jiqishijuedata.companyintro","jiqishijuedata.tags","suanfagongchengshidata.belong","suanfagongchengshidata.X","suanfagongchengshidata.name","suanfagongchengshidata.location","suanfagongchengshidata.salary","suanfagongchengshidata.require","suanfagongchengshidata.time","suanfagongchengshidata.company","suanfagongchengshidata.companysituation","suanfagongchengshidata.companyintro","suanfagongchengshidata.tags","ziranyuyanchulidata.belong","ziranyuyanchulidata.X","ziranyuyanchulidata.name","ziranyuyanchulidata.location","ziranyuyanchulidata.salary","ziranyuyanchulidata.require","ziranyuyanchulidata.time","ziranyuyanchulidata.company","ziranyuyanchulidata.companysituation","ziranyuyanchulidata.companyintro","ziranyuyanchulidata.tags"
"341","shenduxuexidata",341,"深度学习算法工程师","北京·海淀区","20k-40k","经验3-5年/本科","2019-03-06","北京远看","移动互联网,人工智能/天使轮/少于15人","“有成功经验的老板二次创业”","/工具软件/移动互联网/人工智能/","jiqixuexidata",341,"机器学习实习生","北京·中关村","3k-5k","经验应届毕业生/本科","2019-03-13","鹍骐科技","移动互联网,硬件/未融资/50-150人","“前沿技术,丰富实践”","/大数据/算法/数据挖掘/","tuxiangchulidata",341,"图像识别算法工程师","广州·天河区","8k-15k","经验1-3年/本科","13:46发布","广州暨嘉","硬件,其他/不需要融资/150-500人","“福利好,老板好,氛围好,人性化”","/模式识别/C++/Java/Python/","tuxiangshibiedata",341,"测试开发工程师","深圳·科技园","15k-25k","经验1-3年/本科","19:15发布","DJI大疆创新","移动互联网,硬件/未融资/2000人以上","“全球领先，优惠住房，六险一金，竞争力薪资”","/自动化/自动化测试/","yuyinshibiedata",341,"嵌入式软件工程师","深圳·深圳湾","15k-25k","经验3-5年/本科","09:57发布","BLUE","零售贸易,移动互联网/C轮/500-2000人","“期权，提升空间，东南亚市场”","/驱动开发/自动化/","jiqishijuedata",341,"计算机视觉工程师","深圳·深圳湾","20k-40k","经验1-3年/硕士","1天前发布","极视角","移动互联网,数据服务/A轮/50-150人","“绩效奖金，工作氛围自由，扁平化管理”","/企业服务/其他/","suanfagongchengshidata",341,"算法工程师","南京·安德门","8k-16k","经验不限/硕士","2019-02-28","南京杰谱企业管理咨询有限公司","人工智能/未融资/150-500人","“优势资源培养”","/物流/人工智能/机器学习/深度学习/数据挖掘/","ziranyuyanchulidata",341,"自然语言处理算法","深圳·蛇口","30k-50k","经验3-5年/硕士","1天前发布","小手互动","游戏/不需要融资/15-50人","“技术环境好，大牛很多”","/NLP/深度学习/机器学习/人工智能/"
"342","shenduxuexidata",342,"深度学习算法工程师","北京·海淀区","15k-30k","经验1-3年/硕士","2019-03-05","精诊科技","医疗健康,数据服务/天使轮/15-50人","“有竞争力的薪资，股权激励”","/医疗健康/人工智能/","jiqixuexidata",342,"机器学习算法工程师","南京·宁南","13k-26k","经验3-5年/本科","1天前发布","苏芯物联","其他/A轮/15-50人","“福利待遇好、发展前景好、公司氛围好”","/Java/数据挖掘/","tuxiangchulidata",342,"图像识别工程师","北京·三元桥","25k-45k","经验不限/硕士","09:22发布","上海缪云企业管理中心","企业服务/不需要融资/15-50人","“待遇优厚”","/地图/","tuxiangshibiedata",342,"算法工程师","宁波·鄞州区","15k-30k","经验应届毕业生/本科","11:22发布","文谷软件","移动互联网/不需要融资/少于15人","“人工智能”","/人工智能/深度学习/计算机视觉/图像处理/","yuyinshibiedata",342,"资深算法工程师-杭州-00434","杭州·西湖区","25k-40k","经验3-5年/本科","09:12发布","年糕妈妈","移动互联网,电子商务/B轮/150-500人","“大牛多 上升空间大”","/电商/教育/","jiqishijuedata",342,"机器学习算法","上海·华漕","20k-35k","经验3-5年/硕士","2天前发布","水象科技","电子商务/未融资/2000人以上","“五险一金 双休 拓展活动”","/深度学习/推荐/","suanfagongchengshidata",342,"算法工程师","北京·中关村","21k-27k","经验3-5年/本科","2019-02-23","随行付金科","移动互联网金融/未融资/150-500人","“空间大福利好六险一金+绩效奖金+补助”","/互联网金融/大数据/机器学习/","ziranyuyanchulidata",342,"NLP自认语音算法工程师（深圳）","深圳·西乡","15k-25k","经验1-3年/不限","14:48发布","喜马拉雅","移动互联网,文化娱乐/D轮及以上/500-2000人","“行业独角兽 极客文化 弹性工作”","/移动互联网/其他/人工智能/"
"343","shenduxuexidata",343,"深度学习算法工程师","北京·朝阳区","20k-40k","经验1-3年/本科","2019-02-27","Syrius Robotics","硬件/天使轮/15-50人","“应用场景已落地 算法团队水平领先”","/""""/","jiqixuexidata",343,"机器学习工程师","北京·工体","35k-70k","经验不限/硕士","2019-03-14","好大夫在线","医疗健康/D轮及以上/500-2000人","“发展空间大,薪资福利好”","/医疗健康/算法/数据挖掘/数据分析/","tuxiangchulidata",343,"图像识别算法","苏州·独墅湖","8k-14k","经验3-5年/本科","2天前发布","纳智科技","移动互联网,信息安全/A轮/50-150人","“弹性工作餐饮补贴上下班不打卡地铁站附”","/深度学习/图像处理/人工智能/","tuxiangshibiedata",343,"智能语音-深度学习平台C++开发-北京-02775","北京·五道口","25k-45k","经验5-10年/本科","3天前发布","搜狗","移动互联网,数据服务/上市公司/2000人以上","“智能语音,C++架构,深度学习”","/岗位晋升/扁平管理/管理规范/精英团队/","yuyinshibiedata",343,"用户研究专家","杭州·拱墅区","25k-40k","经验5-10年/本科","20:26发布","呆萝卜","移动互联网,电子商务/A轮/500-2000人","“新零售赛道 成熟商业模式”","/电商/新零售/","jiqishijuedata",343,"计算机视觉工程师/专家","北京·海淀区","25k-50k","经验3-5年/本科","1天前发布","转转","移动互联网,生活服务/A轮/500-2000人","“六险一金,弹性工作,成长空间大,薪酬高”","/电商/","suanfagongchengshidata",343,"大数据工程师/算法工程师","北京·学院路","20k-30k","经验5-10年/本科","2天前发布","环球网校（YY旗下）","移动互联网,教育/C轮/500-2000人","“互联网教育，学习型组织，核心技术人员”","/Java/数据挖掘/","ziranyuyanchulidata",343,"NLP自然语言工程师 (MJ001682)","广州·番禺区","15k-30k","经验不限/本科","2019-03-13","欢聚时代（YY Inc）","移动互联网/上市公司/2000人以上","“福利多,平台大”","/移动互联网/人工智能/"
"344","shenduxuexidata",344,"深度学习算法工程师","广州·海珠区","20k-40k","经验3-5年/硕士","2019-02-21","给利特卖","电子商务,社交网络/不需要融资/15-50人","“团队活跃，美女如云”","/机器学习/","jiqixuexidata",344,"机器学习工程师","厦门·思明区","10k-20k","经验不限/本科","2019-03-06","网宿科技","移动互联网/上市公司/2000人以上","“带薪年假,年终奖,六险一金,导师制”","/算法/","tuxiangchulidata",344,"视频图像算法","北京·学院路","30k-60k","经验不限/本科","2天前发布","最右","移动互联网/C轮/150-500人","“大牛云集,成长空间大,不打卡,高薪高股”","/机器学习/图像处理/","tuxiangshibiedata",344,"人脸识别算法工程师","北京·昌平区","20k-40k","经验3-5年/本科","1天前发布","泰康保险集团","金融/不需要融资/2000人以上","“世界500强企业，7险2金，年终奖丰厚”","/大数据/深度学习/计算机视觉/图像处理/","yuyinshibiedata",344,"云平台高级开发专家","北京·双井","30k-60k","经验3-5年/本科","15:58发布","阿里巴巴-高德","移动互联网/上市公司/2000人以上","“高精地图”","/后端/服务器端/Java/云计算/","jiqishijuedata",344,"机器学习算法工程师","北京·中关村","15k-30k","经验不限/硕士","21:17发布","中科智加","移动互联网,数据服务/不需要融资/50-150人","“五险一金 带薪年假 高额年终奖”","/人工智能/","suanfagongchengshidata",344,"数据科学家/算法工程师","上海·田林","20k-40k","经验3-5年/本科","2天前发布","HARB","企业服务/B轮/50-150人","“A轮,创业公司,弹性工作,高福利”","/大数据/数据挖掘/数据分析/","ziranyuyanchulidata",344,"NLP工程师","广州·广州大道南","20k-30k","经验1-3年/本科","3天前发布","智伴科技","移动互联网,硬件/A轮/150-500人","“人工智能 团队氛围好 领导大牛”","/人工智能/"
"345","shenduxuexidata",345,"深度学习系统C/C++研发工程师","北京·中关村","25k-30k","经验3-5年/硕士","15:26发布","地平线机器人","移动互联网,硬件/B轮/500-2000人","“绩效奖金、升职空间、弹性工作”","/机器学习/","jiqixuexidata",345,"{实习生} 自然语言处理与机器学习-算法和研究方向","北京·小关","5k-8k","经验不限/硕士","2019-03-15","三角兽科技","移动互联网/B轮/150-500人","“大牛聚集,最佳团队,深度学习,项目丰富”","/NLP/推荐/数据挖掘/人工智能/","tuxiangchulidata",345,"图像识别工程师","北京·海淀区","18k-36k","经验不限/不限","2天前发布","瑞华信通","移动互联网/A轮/15-50人","“空间广阔，有期权”","/计算机视觉/深度学习/图像处理/模式识别/","tuxiangshibiedata",345,"算法工程师","上海·宝山区","25k-40k","经验1-3年/本科","2天前发布","微盟","移动互联网,电子商务/上市公司/2000人以上","“平台大,福利好,团队氛围好”","/绩效奖金/年底双薪/五险一金/带薪年假/","yuyinshibiedata",345,"增长经理/增长黑客（数据分析方向）","深圳·南山区","20k-30k","经验1-3年/本科","10:34发布","极光","移动互联网,数据服务/上市公司/500-2000人","“大数据平台,纳斯达克,扁平化管理”","/大数据/","jiqishijuedata",345,"机器学习算法工程师","上海·南方商城","20k-30k","经验3-5年/本科","16:58发布","途虎养车网","移动互联网/D轮及以上/2000人以上","“5A办公室,公司氛围好,发展空间大”","/人工智能/","suanfagongchengshidata",345,"算法工程师-机器学习方向","北京·海淀区","20k-40k","经验3-5年/本科","2天前发布","混沌大学","移动互联网,教育/不需要融资/150-500人","“弹性工作,六险一金,补充医疗,子女福利”","/服务器端/","ziranyuyanchulidata",345,"产品经理-NLP","北京·团结湖","20k-35k","经验3-5年/本科","2019-03-14","博瑞彤芸","移动互联网,文化娱乐/上市公司/50-150人","“五险一金”","/产品设计/产品策划/"
"346","shenduxuexidata",346,"深度学习算法研究工程师","北京·西二旗","40k-80k","经验3-5年/硕士","2019-03-01","百度","移动互联网,数据服务/不需要融资/2000人以上","“双薪，双休”","/推荐/NLP/数据挖掘/","jiqixuexidata",346,"机器学习平台研发工程师-反作弊","北京·海淀区","30k-60k","经验3-5年/本科","1天前发布","字节跳动","移动互联网,数据服务/C轮/2000人以上","“六险一金，弹性工作，免费三餐，租房补贴”","/后端开发/","tuxiangchulidata",346,"高级图像识别工程师","哈尔滨·平房区","12k-20k","经验3-5年/硕士","2019-03-12","科佳通用机电","硬件,电子商务/未融资/150-500人","“五险一金，周末双休，加班工资，年终奖金”","/图像处理/机器学习/模式识别/深度学习/","tuxiangshibiedata",346,"视觉算法专家-无人机","北京·望京","25k-40k","经验3-5年/本科","11:15发布","美团点评","移动互联网,O2O/上市公司/2000人以上","“技术大牛”","/模式识别/","yuyinshibiedata",346,"高级测试开发工程师","上海·平凉路","15k-30k","经验5-10年/本科","11:43发布","达达-京东到家","O2O/D轮及以上/2000人以上","“工作氛围好”","/自动化/","jiqishijuedata",346,"视觉设计师（手游）","广州·石牌","5k-10k","经验1-3年/大专","2天前发布","北鱼游戏","游戏/未融资/50-150人","“六险一金 奖金丰厚，包餐 绩效”","/平面/广告/包装/","suanfagongchengshidata",346,"算法工程师-NLP","北京·海淀区","20k-30k","经验应届毕业生/本科","1天前发布","字节跳动","移动互联网,数据服务/C轮/2000人以上","“扁平管理，职业大牛，晋升空间”","/扁平管理/弹性工作/大厨定制三餐/就近租房补贴/","ziranyuyanchulidata",346,"NLP算法工程师-垂直业务","北京·海淀区","30k-55k","经验1-3年/本科","14:06发布","字节跳动","移动互联网,数据服务/C轮/2000人以上","“六险一金，弹性工作，免费三餐，租房补贴”","/算法/"
"347","shenduxuexidata",347,"深度学习算法科学家","上海·徐家汇","65k-85k","经验3-5年/硕士","2天前发布","Versa","移动互联网,文化娱乐/A轮/15-50人","“AI,弹性工作制,扁平化,交通方便”","/视频/","jiqixuexidata",347,"机器学习算法研发工程师","北京·西二旗","25k-50k","经验3-5年/硕士","2019-02-25","百度","移动互联网,数据服务/不需要融资/2000人以上","“平台高,免费水果,待遇好”","/广告营销/数据挖掘/","tuxiangchulidata",347,"医疗图像算法工程师","北京·海淀区","13k-18k","经验1-3年/本科","2天前发布","真健康","医疗健康,人工智能/未融资/15-50人","“福利齐全、发展空间大、前沿行业”","/医疗健康/图像处理/","tuxiangshibiedata",347,"企鹅号策略产品经理（排重方向） 北京","北京·知春路","15k-30k","经验3-5年/本科","2019-03-12","腾讯","移动互联网,游戏/上市公司/2000人以上","“福利好,平台大,薪酬高”","/移动互联网/","yuyinshibiedata",347,"校园实习生","北京·东直门","3k-6k","经验应届毕业生/本科","2天前发布","玩吧","移动互联网,社交网络/B轮/150-500人","“转正机会,弹性不打卡,免费午餐,季度旅游”","/运营/用户运营/","jiqishijuedata",347,"机器学习算法","上海·华漕","25k-40k","经验3-5年/硕士","2天前发布","水象科技","电子商务/未融资/2000人以上","“五险一金 双休 拓展活动”","/新零售/深度学习/计算机视觉/","suanfagongchengshidata",347,"算法工程师","上海·长征","25k-50k","经验1-3年/硕士","2019-03-07","饿了么","移动互联网/D轮及以上/2000人以上","“发展平台好 薪资open 环境nice 技术氛围浓”","/大数据/数据挖掘/","ziranyuyanchulidata",347,"NLP","上海·浦东新区","15k-25k","经验1-3年/本科","2019-03-12","上海深擎信息科技有限公司","人工智能/A轮/50-150人","“扁平管理 团队资深”","/人工智能/机器学习/深度学习/"
"348","shenduxuexidata",348,"深度学习算法工程师-图像/语音","深圳·福田区","30k-60k","经验3-5年/硕士","14:26发布","前海无极","移动互联网/未融资/15-50人","“深圳/上海,深度学习,计算机视觉,语音识别”","/移动互联网/","jiqixuexidata",348,"机器学习算法工程师(J15781)","北京·西直门","20k-40k","经验3-5年/本科","2019-03-11","易鑫集团","企业服务/上市公司/2000人以上","“上市企业，项目稳定，领导优秀，福利优厚”","/数据挖掘/建模/","tuxiangchulidata",348,"图像识别","北京·望京","25k-50k","经验不限/硕士","1天前发布","芝麻小程序","移动互联网,企业服务/天使轮/50-150人","“薪资open”","/移动互联网/人工智能/深度学习/机器学习/计算机视觉/","tuxiangshibiedata",348,"数据挖掘科学家（AI教育项目）","北京·海淀区","35k-70k","经验5-10年/硕士","11:30发布","好未来","移动互联网,教育/上市公司/2000人以上","“纽交所上市 在线教育 AI项目 六险一金”","/教育/直播/人工智能/机器学习/算法/","yuyinshibiedata",348,"图像/视频算法工程师","北京·石佛营","20k-40k","经验3-5年/本科","13:29发布","VIPKID","教育/D轮及以上/2000人以上","“团队氛围好、发展空间大”","/图像处理/","jiqishijuedata",348,"机器学习算法工程师","北京·学院路","30k-60k","经验不限/硕士","15:11发布","Bigo","移动互联网,社交网络/D轮及以上/500-2000人","“大牛同事、技术分享、技术深研、晋升空间”","/视频/直播/推荐/搜索/NLP/数据挖掘/","suanfagongchengshidata",348,"算法工程师-自然语言处理NLP","上海·浦东新区","15k-30k","经验1-3年/本科","2天前发布","微问家","移动互联网/B轮/150-500人","“独立施展空间大”","/大数据/搜索/数据挖掘/","ziranyuyanchulidata",348,"自然语言处理资深专家","北京·西二旗","50k-100k","经验5-10年/硕士","1天前发布","快手","移动互联网/D轮及以上/2000人以上","“弹性工作,股票期权,精英团队,千万级用户”","/NLP/"
"349","shenduxuexidata",349,"深度学习算法专家","上海·龙柏","20k-40k","经验5-10年/硕士","2019-03-16","汉朔科技","移动互联网/D轮及以上/500-2000人","“深度学习”","/图像处理/","jiqixuexidata",349,"机器学习工程师","深圳·科技园","10k-20k","经验3-5年/本科","2019-02-28","ARUP","数据服务,其他/不需要融资/150-500人","“福利完善,工作氛围好,扁平化管理”","/算法/人工智能/","tuxiangchulidata",349,"视频图像算法工程师（实习岗）","杭州·古墩路","3k-5k","经验不限/本科","1天前发布","智慧视通","数据服务,人工智能/天使轮/50-150人","“福利多,包餐”","/机器学习/图像处理/","tuxiangshibiedata",349,"推荐算法lead","北京·清河","30k-60k","经验3-5年/硕士","10:58发布","小米","移动互联网/D轮及以上/2000人以上","“大牛云集，各种福利，带薪年假”","/人工智能/数据挖掘/机器学习/","yuyinshibiedata",349,"高级测试质量管理工程师","北京·朝阳区","18k-36k","经验3-5年/本科","11:35发布","百信银行","金融,移动互联网/不需要融资/150-500人","“福利待遇 发展前景”","/扁平管理/管理规范/岗位晋升/","jiqishijuedata",349,"机器学习算法工程师","北京·四季青","30k-60k","经验3-5年/硕士","15:06发布","远鉴科技","移动互联网,人工智能/D轮及以上/50-150人","“技术大牛,AI领域,创新优势,团队和谐”","/人工智能/深度学习/","suanfagongchengshidata",349,"资深算法工程师（NLP方向）/ Leader","杭州·西溪","30k-50k","经验3-5年/硕士","2019-03-15","艾耕科技","移动互联网,数据服务/A轮/150-500人","“弹性工作,零食水果,大牛团队,五险一金”","/人工智能/机器学习/","ziranyuyanchulidata",349,"自然语言处理开发工程师","深圳·岗厦","15k-18k","经验1-3年/本科","2019-03-11","中电科智慧院","数据服务,生活服务/不需要融资/150-500人","“智慧城市 国企 双休”","/NLP/"
"350","shenduxuexidata",350,"深度学习算法实习工程师","北京·中关村","4k-6k","经验应届毕业生/硕士","2019-02-19","明景","数据服务,文化娱乐/A轮/15-50人","“氛围好,带薪年假”","/人工智能/","jiqixuexidata",350,"数据挖掘/机器学习工程师","深圳·西乡","10k-16k","经验1年以下/本科","2019-03-15","超级码力","移动互联网,O2O/天使轮/少于15人","“博士内推,成长空间大,氛围轻松”","/专项奖金/绩效奖金/年终分红/交通补助/","tuxiangchulidata",350,"1111UU-深度学习图像算法工程师（南京）","南京·雨花台区","12k-22k","经验3-5年/本科","00:00发布","平安科技","金融/不需要融资/2000人以上","“五险一金,绩效奖金,带薪年假,定期体检”","/金融/大数据/人工智能/","tuxiangshibiedata",350,"高级后台开发工程师（Node.js方向）","广州·员村","15k-30k","经验1-3年/本科","1天前发布","图普科技（深度学习图像识别云）","移动互联网,数据服务/A轮/50-150人","“人工智能,高速发展,弹性工作,超多福利”","/Python/C++/GO/","yuyinshibiedata",350,"Golang开发工程师","北京·酒仙桥","25k-50k","经验3-5年/本科","10:52发布","车好多集团","O2O/C轮/2000人以上","“核心团队,技术大牛,丰厚福利”","/C++/C/后端/","jiqishijuedata",350,"计算机视觉研究员","深圳·深圳湾","20k-40k","经验不限/硕士","1天前发布","云天励飞","移动互联网/B轮/500-2000人","“技术大牛,独角兽行业,海量数据,气氛融洽”","/深度学习/图像处理/","suanfagongchengshidata",350,"算法工程师-数据部","北京·大山子","25k-45k","经验3-5年/大专","2天前发布","同程艺龙","旅游,电子商务/上市公司/2000人以上","“千万级流量,扁平化管理”","/机器学习/","ziranyuyanchulidata",350,"自然语言处理nlp","北京·酒仙桥","25k-45k","经验3-5年/本科","2019-03-06","360","移动互联网,游戏/上市公司/2000人以上","“成长学习快，氛围好，发展空间大”","/深度学习/人工智能/数据挖掘/"
"351","shenduxuexidata",351,"机器学习/深度学习算法研究员","北京·东直门","20k-40k","经验不限/不限","2天前发布","TalkingData","移动互联网/C轮/500-2000人","“大数据平台，挑战前沿问题，国际交流机会”","/精英团队/扁平管理/海量数据/弹性工作/","jiqixuexidata",351,"机器学习算法工程师","北京·朝阳区","15k-25k","经验1-3年/本科","2019-03-15","天脉","数据服务/D轮及以上/500-2000人","“提供早晚餐，五险一金，TV+，互联网+”","/人工智能/","tuxiangchulidata",351,"视频图像处理算法工程师","北京·五道口","20k-40k","经验不限/本科","17:29发布","快手","移动互联网/D轮及以上/2000人以上","“大牛团队,16薪,薪酬福利好,弹性工作制”","/计算机视觉/机器学习/","tuxiangshibiedata",351,"算法应用开发工程师","上海·半淞园路","20k-35k","经验3-5年/本科","2019-03-14","极链科技Video++","数据服务,文化娱乐/C轮/150-500人","“AI大牛跟你一起工作，好激动！”","/人工智能/","yuyinshibiedata",351,"AI算法工程师","北京·五道口","25k-50k","经验5-10年/本科","10:31发布","商汤科技","移动互联网/C轮/2000人以上","“核心业务,高薪酬福利,技术大牛”","/人工智能/","jiqishijuedata",351,"机器学习算法工程师","武汉·武昌区","10k-20k","经验不限/不限","15:52发布","多益网络","移动互联网,游戏/不需要融资/500-2000人","“互联网百强”","/扁平化管理/现象级产品/","suanfagongchengshidata",351,"算法工程师-评论方向","上海·长宁区","20k-40k","经验不限/本科","2天前发布","拼多多","电子商务,移动互联网/上市公司/2000人以上","“机器学习/算法”","/人工智能/机器学习/NLP/","ziranyuyanchulidata",351,"自然语言处理工程师（NLP）","广州·员村","25k-40k","经验3-5年/本科","2天前发布","智品移动","移动互联网/A轮/50-150人","“工程师氛围,技术大牛”","/算法/人工智能/机器学习/"
"352","shenduxuexidata",352,"分布式深度学习平台开发工程师","北京·海淀区","30k-50k","经验3-5年/本科","1天前发布","快手","移动互联网/D轮及以上/2000人以上","“弹性工作,股票期权,精英团队,千万级用户”","/人工智能/","jiqixuexidata",352,"机器学习算法工程师","杭州·下沙","6k-10k","经验1-3年/本科","2019-03-12","真气环保","移动互联网,其他/未融资/15-50人","“周末双休 不定期团建 节日福利”","/人工智能/图像处理/语音识别/","tuxiangchulidata",352,"ISP图像质量调试工程师","北京·海淀区","20k-40k","经验3-5年/本科","2019-02-27","商汤科技","移动互联网/C轮/2000人以上","“发展空间大、弹性工作、午餐补助、扁平管理”","/人工智能/机器学习/深度学习/图像处理/","tuxiangshibiedata",352,"算法工程师","北京·上地","20k-40k","经验3-5年/本科","10:09发布","贝壳","移动互联网,O2O/D轮及以上/2000人以上","“六险二金,免费三餐,带薪年假,十五薪”","/房产服务/大数据/人工智能/机器学习/深度学习/推荐/","yuyinshibiedata",352,"资深java开发工程师","上海·张江","25k-50k","经验5-10年/本科","10:15发布","还呗-智能信贷领先者","移动互联网,金融/B轮/500-2000人","“移动金融，未来金矿，精英团队，助力成长”","/后端/","jiqishijuedata",352,"机器学习算法工程师","成都·高新区","13k-18k","经验1-3年/本科","15:38发布","网思科平","信息安全,数据服务/C轮/50-150人","“技术前沿,五险一金,双休,零食多”","/大数据/深度学习/建模/","suanfagongchengshidata",352,"数据/算法工程师","北京·朝阳区","25k-50k","经验3-5年/本科","2天前发布","佰策科技","移动互联网广告营销/天使轮/50-150人","“地铁周边 牛人大咖多 福利多多 大牛带队”","/大数据/推荐/数据挖掘/人工智能/","ziranyuyanchulidata",352,"自然语言处理工程师","北京·双榆树","20k-30k","经验3-5年/本科","2天前发布","思必驰科技","企业服务/D轮及以上/150-500人","“AI 方向, 原阿里iDST语音负责人初敏带队”","/Python/全栈/算法/机器学习/"
"353","shenduxuexidata",353,"深度学习算法实习生","北京·海淀区","3k-6k","经验应届毕业生/本科","2019-03-11","医准智能","医疗健康,数据服务/A轮/15-50人","“同牛人共事,发展空间大”","/人工智能/计算机视觉/图像处理/模式识别/","jiqixuexidata",353,"机器学习平台工程师","北京·望京","30k-60k","经验3-5年/本科","2019-03-12","音遇","移动互联网,社交网络/B轮/150-500人","“发展快 帅哥靓女多 福利好”","/年底双薪/股票期权/带薪年假/领导好/","tuxiangchulidata",353,"360海外事业部图像算法工程师","北京·望京","18k-36k","经验3-5年/本科","16:46发布","欧拉网络","移动互联网/C轮/50-150人","“办公环境好,饭补,奇虎360,从0到1”","/移动互联网/游戏/人工智能/机器学习/计算机视觉/图像处理/","tuxiangshibiedata",353,"遥感工程师","武汉·东湖新技术开发区","10k-20k","经验3-5年/本科","21:00发布","禾大科技","移动互联网,O2O/天使轮/15-50人","“五险一金,周末双休,领导好,股权期权激励”","/移动互联网/大数据/GIS/","yuyinshibiedata",353,"数据产品经理","深圳·深圳湾","20k-30k","经验3-5年/本科","09:57发布","BLUE","零售贸易,移动互联网/C轮/500-2000人","“期权，提升空间，东南亚市场”","/大数据/产品设计/数据分析/","jiqishijuedata",353,"机器学习算法工程师","重庆·鸳鸯","10k-20k","经验1-3年/硕士","10:29发布","轻推","移动互联网/不需要融资/150-500人","“世界500强央企 大平台”","/云计算/大数据/","suanfagongchengshidata",353,"电机算法工程师","北京·海淀区","15k-20k","经验3-5年/硕士","2天前发布","赛格威-纳恩博","硬件,其他/C轮/2000人以上","“黑科技,大牛团队,弹性工作,年终奖”","/智能硬件/驱动开发/","ziranyuyanchulidata",353,"NLP 工程师","上海·洋泾","15k-30k","经验1-3年/本科","2天前发布","上海盛览电子商务","移动互联网,电子商务/不需要融资/500-2000人","“福利待遇丰厚”","/移动互联网/"
"354","shenduxuexidata",354,"深度学习算法实习生","北京·双井","5k-10k","经验1年以下/本科","2019-02-26","小狗机器人","硬件/不需要融资/150-500人","“弹性工作,创业公司,资金充足,发展空间大”","/视觉/App设计/","jiqixuexidata",354,"算法工程师机器学习方向","厦门·思明区","15k-25k","经验1-3年/硕士","1天前发布","神州优车集团","移动互联网,电子商务/上市公司/2000人以上","“新零售、汽车电商、大平台、福利靠谱”","/数据挖掘/","tuxiangchulidata",354,"图像识别主管","杭州·临平","12k-24k","经验1-3年/本科","2019-03-14","华视界","人工智能/不需要融资/15-50人","“发展空间大”","/人工智能/","tuxiangshibiedata",354,"算法专家08-04-41","杭州·余杭区","40k-60k","经验5-10年/本科","13:29发布","大搜车","移动互联网,O2O/D轮及以上/2000人以上","“独角兽 阿里系”","/推荐/建模/数据挖掘/","yuyinshibiedata",354,"数据运营-杭州-00403","杭州·西湖区","10k-15k","经验1-3年/本科","09:11发布","年糕妈妈","移动互联网,电子商务/B轮/150-500人","“大牛多 上升空间大”","/电商/教育/数据分析/","jiqishijuedata",354,"视觉设计师","深圳·南山区","10k-20k","经验3-5年/大专","2019-03-16","网石游戏","游戏/不需要融资/2000人以上","“待遇优厚，参与顶级手游公司项目！”","/游戏/网页/Flash/广告/品牌/","suanfagongchengshidata",354,"高级算法工程师","北京·酒仙桥","25k-50k","经验3-5年/本科","20:27发布","易观","移动互联网,数据服务/B轮/150-500人","“互联网大数据领先品牌 六险一金 弹性工作”","/专项奖金/午餐补助/技能培训/扁平管理/","ziranyuyanchulidata",354,"NLP工程师","北京·望京","25k-50k","经验3-5年/本科","2019-02-26","超对称","移动互联网,企业服务/A轮/50-150人","“股票期权,弹性工作,带薪年假,扁平管理”","/大数据/深度学习/"
